Iteration,SMT1,SMT2,SMT3,SMT4,CCx,WP,Kcb,HI0,a_HI,Zmax,Fitness
1,32.079674801088814,65.0,52.80055292886677,43.405225862568706,0.8777142601757202,32.17874736869649,1.019422993467161,0.4540366912963014,2.3010535739677445,1.4169277676396093,60.14182169680742
2,32.064663404223744,64.55283145737049,55.03413649765128,59.582620952406,0.9372434132753896,33.14496992477075,1.0126425703834496,0.5494682774803907,6.4257125117736935,2.351880576978927,59.96535110857212
3,38.21464136349592,65.0,51.04956237825409,48.87026169847245,0.8536882521773902,32.375371878638816,1.0,0.55,4.628946717993305,1.5201119960746632,60.07583369715447
4,32.09014239888607,60.93170701684416,56.75557401268422,57.85567952386526,0.9600713410170033,34.33840795488675,1.0,0.4523741785375076,7.206375373662559,2.055786181501931,60.88434022248977
5,35.48607671097693,64.92696666510524,52.08566277488745,56.414524862229186,0.85,31.399845254549795,1.0,0.55,2.5991997197187455,1.3558554441482376,59.96535110857212
6,37.90022741896522,64.81049624118363,51.76258927194078,59.42645038688388,0.9574709168332145,32.87120990110811,1.0036780566589822,0.5488031948358378,4.4833282617668315,2.4911686757705516,59.21733927886624
7,32.01734264649624,64.89430090079874,50.0,53.93910336825468,0.9598472716138418,33.79958851219742,1.020615723031581,0.4995617689361797,7.608174469000876,1.9529042533942287,59.768439343866206
8,32.088900155006016,65.0,52.90236376048998,60.0,0.98,30.0,1.0,0.5119489924597508,2.6054430268874964,1.5648389984013542,59.788880520336825
9,32.05952212020067,64.9838411205126,50.337997290672874,59.77730341011916,0.9406683336769505,33.428439574490035,1.0093120330042995,0.5442265435831912,4.793006183105153,1.4346190827725338,59.25946875563095
10,35.37384530660567,64.65481817448253,50.0,60.0,0.9311460143372359,33.09887483772688,1.0097184151990402,0.55,6.684631150653752,1.4095989256160832,59.26572867456036
11,35.35541211717013,63.4500822169825,55.563770257601306,60.0,0.9551453700939313,30.431542138625794,1.006970546666294,0.5493465961568819,2.349383242331943,2.5,59.825516693078
12,37.11101012360264,64.78698659619761,50.143964234217556,55.07136777998606,0.8987776075279171,33.821750122950704,1.0041797799343752,0.5496045126783099,6.221590788917923,1.3363324713731701,59.85683536492504
13,41.535284510940166,65.0,50.33541554335577,35.94178844861009,0.9058398701199643,30.253962034209195,1.0106253773368707,0.5329204179321333,5.116673037720351,2.004029097127301,59.97662687117798
14,35.29052985796732,59.014055058862525,60.93599507475444,54.81926494465039,0.9614367161037376,33.287366517379475,1.0316135283597083,0.5472703980315844,7.8165744406291084,2.416438840896628,60.77080863516624
15,32.04199799408686,65.0,50.0,58.58193818170352,0.9690772796790734,34.72840317752031,1.0204488621376238,0.55,2.528462893587747,1.790488307250549,59.43593934386624
16,36.934847216607686,64.71249347946797,50.749461419741735,59.1424279242381,0.9514933128368314,30.88276070657504,1.0038236064589112,0.534778279776776,5.739629325025518,1.5477868027049975,59.35717369436036
17,35.39073564728232,61.77181479744422,56.538471461876924,45.96792184952183,0.9659174409591241,32.738425768761424,1.0328237148519352,0.47105533723624166,2.3600779762916018,1.8821988446878102,60.868513573895655
18,31.99699852777626,64.6397339912244,50.0,57.80668738078138,0.9232858370262289,30.988621444552482,1.0270084833107465,0.49184392940423055,4.712724434014972,2.005151366042912,60.06305604730154
19,37.94882194032062,65.0,52.66945770932117,50.43410687038426,0.8986909493652305,33.42630768697846,1.000308512952424,0.55,3.742835819019448,2.1303333846230794,59.3699513442133
20,35.33698673513626,64.04934653290454,62.68142730217343,57.05634371448831,0.9698415721002576,31.008868108918488,1.0176884803699904,0.5468661686565136,2.107724099691186,2.065827299350828,60.417867458695646
21,41.44946531255004,65.0,50.0,31.393388081519692,0.8934974901267836,34.71975179966012,1.018065172761101,0.5208987160326847,7.131880728847175,1.5689667589816616,59.9970680476486
22,41.46227237958403,65.0,50.0,37.83947032751496,0.9177124544080226,32.681267413667044,1.0050043052198463,0.5199200766786873,0.8311278525597725,1.3313959277985548,59.97662687117798
23,31.9323799240255,62.262184085824,50.0,54.890187276605765,0.98,31.628725658140205,1.0153422402105692,0.4930799242379136,7.451954058702381,1.4554597998116627,60.31829228504271
24,35.56658869202549,62.57187271557032,61.85029255823367,59.9897931153475,0.958347130742319,34.42927317393634,1.0164012359708485,0.53694268578112,4.804841536675266,1.865221846507731,60.77080863516624
25,37.87543364683176,65.0,51.17516373692283,47.72669035018282,0.9411206396938396,30.278247290174022,1.0132214798964578,0.55,7.155576331310034,2.2549894953178136,59.827274873625065
26,32.09197360413528,65.0,50.0,60.0,0.9360787343370254,31.951774311083806,1.004387649598835,0.5131371361062443,7.320864078499046,1.7968934849473361,59.612409932101535
27,35.422556013112676,59.011588473920405,50.09019429052373,60.0,0.9172007702617688,34.087796523439266,1.0106572665785896,0.5481631755471484,9.318378760682512,1.3538571114308313,59.758504266525065
28,32.08930625632507,65.0,50.0,60.0,0.963040775652004,31.112757678886318,1.0,0.5078332178966151,9.074563794386876,1.931591296487022,59.43852757916036
29,32.05573265833761,63.791177984745595,50.0,59.800466771121464,0.9433491344877191,31.253276602826553,1.0104700291008282,0.5451332859115393,8.510948811920263,1.299457466063595,59.08299816739565
30,32.09999929586494,65.0,63.125737777124435,58.5149396813531,0.98,30.06949086576541,1.0,0.4894887134075159,5.042161442335688,2.3111169048098756,60.53139904601918
